like,for,com,sum,date,content 
322,50,289,661,2019-08-31,🎥小调查：你最想和那个人喝一杯______。我肯定是 #多肉葡萄#     喜茶的微博视频
714,2154,1281,4149,2019-08-31,#多肉葡萄大户# Congratulations！🍇葡萄粉们终于拥有自己的周边了！吸葡萄要配葡萄新装，喜茶官方正版 #多肉葡萄# 周边炫酷来袭。👉🏻话不多说，关+转，抽10位拥有全套！   抽奖详情
294,342,197,833,2019-08-31,#茶茶研究所#  灵感茶旅第六站来到泉城济南。泉泉柳柳，湖中映绿。茶极客实验室也带来济南茶极客限定【爱莲说】与【醉锦】，跟茶茶星人一起打卡吧！ 🎁关+转，揪3位送济南限定笔记本~   抽奖详情
233,8,46,287,2019-08-30,#HEYTEA DESIGN#  HEYTEA现身 @MASONPRINCE  X JTK ZHENG，AUTUMN 2019Showroom现场。灵感加持，更MINI，更酷。  #喜茶设计#
585,1398,726,2709,2019-08-30,#多肉葡萄大户#  葡萄多肉还不够，来杯 #醉醉葡萄啤# 玩啤一下！葡萄原汁加入科罗娜啤酒和1/16青柠，喜茶× @Corona科罗娜  ，带你开始全新啤酒茶体验，吸葡萄就吸葡萄啤！喜茶全国门店现已有售。 🍇关+转，请10位朋友吸醉醉葡萄啤，明天开！   抽奖详情
393,12,100,505,2019-08-30,#喜茶贵阳新店#  以盗梦空间和城市森林为设计灵感，利用冷调金属构建出棱角分明的空间。层层叠叠，如梦似影。【贵阳南国花锦店】，明日（8.31），约你来喝茶。8.31-9.02，更可享饮品、冰淇淋买一送一（每单仅限一份） #贵阳新店#   📍地址：贵阳市云岩区中华中路108号南国花锦购物广场2F-01
196,7,66,269,2019-08-29,#喜茶热麦#  🌃 是夜，换个角度看喜茶。月色映照尖顶玻璃房，茶香麦香交融，芝士茶与包包各买一份take away，灵感之夜安然开启。坐标深圳的朋友，快来【福田Cocopark热麦店】打卡这道独一无二的风景吧。   深圳·喜茶(福田COCO PARK热麦店)     显示地图
670,177,244,1091,2019-08-29,🍺新朋友，明天见。 @Corona科罗娜
72,2,15,89,2019-08-29,Cinderella点典典  的微博: 专门去打卡了新口味😋 @喜茶   喜茶和芝麻街联名出的脆筒，芝麻味的清香一点儿也不甜腻，一如既往地喜欢芋泥波波，口感醇厚，软绵绵😍~ 店里的小哥哥小姐姐也太好了，多给我了杯套，还说无敌可爱，可爱👀的茶、可爱的人们让“老阿姨”永葆瑰丽少女心🎀💖 #喜茶# #喜茶×芝麻街# #喜茶[超话]# ...
1282,3522,2062,6866,2019-08-29,🧐寻找 #多肉葡萄大户#  ：喜茶人气TOP1【多肉葡萄】，巨峰回归！大粒现剥巨峰果肉更厚更软，搭配清新绿妍茶底，覆以喜茶招牌芝士，过瘾。 🙌🏻 先抽10杯，一起吸葡萄~  🍇关+转，24h后准时开奖，冲！   抽奖详情
349,532,259,1140,2019-08-29,#茶茶测评#  今天是 #喜茶咖啡# 专场。🧀芝士+咖啡☕的绝妙CP，你体验过吗？在喜茶，咖啡不仅仅是清咖和奶咖的选择，更有波波、奥利奥和布甸搭配，丰富味觉，提神更好味~   🎁关+转，揪3位小可爱请喝咖啡波波冰！   抽奖详情
261,3,38,302,2019-08-29,#喜茶表白城市英雄#   烈日下的城市，总有人在默默守护。茶茶携手 @厦门晚报 ，为消防指战员 @厦门消防  、交通警察们 @厦门交警  送上一份夏日清凉。 感谢你们的付出，这个夏天因你们而美好。 #LOVE HEYTEA#   #高温中的消防员#
789,257,615,1661,2019-08-28,❗❗❗ 喜茶史上最大规模吸葡萄行动：寻找 #多肉葡萄大户# 即将开启。葡萄五连吸，前方高能预警 🍇 #多肉葡萄# 粉请转发相告，明日准时蹲守
520,1213,680,2413,2019-08-28,#GREEN HEYTEA# 喜茶首款绿色灵感随行杯来啦，500ml大容量，满足夏日吨吨吨畅饮🏖 #喜茶灵感铺# 现已有售。带上随行杯来饮喜茶，不但环保低碳，还可以立减2元哦~  #绿色喜茶# ♻️关+转，抽5位朋友送随行杯一个~   抽奖详情
472,163,1396,2031,2019-08-27,阿华田、芋泥、奶茶、布甸…  #万物皆可波波冰# ！这次轮到月饼啦。喜茶首杯“可以吸的月饼”—  #流心奶黄波波冰#  ，今天你吸了吗？没吸到的留言区举举手，茶茶请3位朋友喝~   抽奖详情
336,865,455,1656,2019-08-26,🏃🏻♂️ #灵感新学期#  换个视角，发现新大陆。CHANGE THE WAY TO SEE THE WORLD.  🙌🏻关+转，揪5位同学拥有 #喜茶×芝麻街# 联名帆布袋一个。   抽奖详情
154,6,28,188,2019-08-26,#LOVE HEYTEA#  ❣️喜茶携手非营利公益机构—微光，以微光特殊孩子的创作作为元素，特别推出喜茶×微光 爱心福袋&爱心帆布袋，🛒现已上架 #喜茶灵感铺# 。售卖所得款项将全数捐赠于微光，用于小朋友们的艺术康复和就业指导。表达爱，传递爱，喜茶希望能与你同行。 🙋🏻♂️ #喜爱计划#
184,14,102,300,2019-08-26,🎈新的一周，从HEYTEA MONDAY开始。今日 #喜茶GO# 下单免配送费！一键智慧下单，今天来一杯________。
290,39,140,469,2019-08-25,#HEYTEA食验室#   你不得不收看的一期茶茶食验室栏目——【奶茶波波饭】来了。奶茶波波冰和东北大米用文火慢炖40分钟会发生什么呢？速看   喜茶的微博视频
220,29,72,321,2019-08-25,这个中秋季，喜茶饼家新鲜出炉【流心奶黄月饼包】，盈盈满月幻作柔韧面团，咸蛋黄流质成沙，融入微甜奶黄；【流心奶黄冰冰包】，南瓜味甜面团注入低温流心奶黄与咸蛋黄，顶部以顺滑奶黄卡仕达封层。 🌕皎月流心，奶黄甜香。两款灵感新包，今日（8.25）起， #喜茶热麦# 全国门店有售。
725,1472,716,2913,2019-08-25,🌕喜茶中秋季第三波，将圆月揉化，融作满杯流心奶黄。万物皆可波波冰，喜茶波波家族新成员 #流心奶黄波波冰# ，择中秋相见。醇香奶黄酱作底，扣入软糯黑糖波波，秘制奶底注至将溢，缀洒咸蛋黄饼干碎。今日（8.25）起，喜茶全国门店有售。 👉🏻关+转，揪5位尝鲜~   抽奖详情
218,25,75,318,2019-08-25,#HEYTEA DESIGN#  在喜茶厦门磐基中心店，石与木的肌理作为空间的皮肤，或温润、或粗犷、或精致、或自然。枯石中半遮半掩的一抹绿枝，让人暂时脱离喧嚣。惬意周末，来感受“⛰️城中山水”的带来片刻宁静吧。 #喜茶设计#
258,15,173,446,2019-08-25,#HEYTEA DESIGN#  神笔网友喜茶月饼礼盒封面创作🥮 以下 #喜茶饼家# 礼盒封面你最喜欢哪张？ #喜茶设计#  🎨活动传送门： @设计青年
118,3,63,184,2019-08-24,📣茶茶播报：为呈现最佳口感，原定8月26日发货的喜茶饼家中秋礼盒，因产能受限，将延至8月30日前顺丰发货。我们坚持选用优质食材，力求让大家收到满意的中秋月饼。不便之处还请大家谅解，感谢你选择 #喜茶饼家# 。
396,957,522,1875,2019-08-24,🧐 #灵感新学期#  不要听你的，听我自己的，有时需要一点点执着。FOLLOW YOUR HEART. 🙌🏻关+转，揪5位同学拥有 #喜茶×芝麻街# 联名礼盒一个。   抽奖详情
145,4,26,175,2019-08-24,🎙茶茶播报：受台风白鹿影响，夜间风雨较大，【喜茶厦门万象城店】今日将提前至20:00结束营业，【喜茶厦门中华城热麦店】提前至21:00结束营业。给您造成的不便，敬请谅解。台风天如需出行，请务必注意安全🙆🏻♀️
176,46,50,272,2019-08-24,#茶茶测评#  😛上海港汇LAB店汇集众多灵感美味，第一次去的小伙伴们该如何打卡呢？请收下这份【上海港汇LAB打卡指南】。喜茶CELATO&茶极客&甜品，总有一款正中红心💕
107,5,17,129,2019-08-24,#喜茶×芝麻街#  同学们Attention！ #灵感新学期# 已正式开启，请各位有序返校。🎁新学期礼物派送处： http://t.cn/AiQuABiN   喜茶的微博视频
272,24,114,410,2019-08-23,👾 #喜茶×芝麻街#  联名杯套和纸筒已到达喜茶各门店！购买任意饮品&芝麻街脆筒即可get， #灵感新学期#  各班级同学快快行动吧。🙆🏻♀️晒出你的芝麻街限定杯套&脆筒或打卡芝麻街立牌并 @喜茶  ，还有机会获得茶茶翻牌送出的芝麻街联名周边噢。
267,567,311,1145,2019-08-23,🏫 #灵感新学期#  拒绝被填鸭，世界由我探险。EXPLORE THE WORLD ON YOUR OWN. 🙌🏻关+转，揪5位同学拥有 #喜茶×芝麻街# 联名Tee一件。   抽奖详情
156,3,78,237,2019-08-23,#喜茶深圳新店#  触手可及的夏日灵感，就在喜茶GO。西丽新店来啦~ 【深圳西丽万科云城GO店】，明日（8.24）正式开业。8.24-8.26，全场饮品、冰淇淋、食验室买一赠一（每单仅限一份）。 #喜茶GO#   地址：西丽留仙洞总部基地打石二路南侧层L1-07、08B号
173,14,79,266,2019-08-23,各位乘客请注意：喜茶 #制冰巴士# 北京站进入倒计时啦~ 麻酱糖饼CELATO和二锅头CELATO还有最后一周赏味期啦！帝都想吃冰的朋友们请早吧，茶茶在三里屯等您嘞。 📍 地址：北京三里屯太古里APPLE隔壁  ⏰ 时间： 7.1-8.31  10:00-22:00
306,14,81,401,2019-08-23,#处暑#  暑气将止，灵感已至；饮杯葡萄，等秋来到。 #茶茶日历#
993,1923,1389,4305,2019-08-22,#灵感新学期#  茶茶来派开学礼啦！一大波  #喜茶×芝麻街#  联名礼盒、Tee、帆布袋、公仔、贴纸已经ready👌~ 明日（8.23）起，到指定门店购买任意饮品，即可领取【灵感刮刮卡】一张（数量有限，派完即止），刮开有机会获得随机周边一份。 🎁 关+转，揪5位送上喜茶x芝麻街礼盒（含公仔版）...
400,35,78,513,2019-08-22,#HEYTEA DESIGN#  喜茶中国风海报摄制。素羽知秋，暗林红榴，纤手粉荔。各存风韵，你更倾心哪组？  #喜茶设计#
515,82,214,811,2019-08-22,🙌🏻HEY，昆明！ #喜茶昆明首店# 来啦。以“光”为概念，还原阳光透过树林和云层的瞬间，结合黑金元素，玩味摩登。⚫️【昆明恒隆广场黑金店】，明日（8.23），正式开业。8.23-8.25，全场饮品、冰淇淋买一赠一（每单仅限一份）。 📍地址：昆明市盘龙区东风东路21-23号恒隆广场L1层19F号铺
571,871,493,1935,2019-08-22,#灵感新学期# 👀醇黑芝麻混搭纯正奶香，胖乎乎的身材隐藏着奇趣结界，古灵精怪的大眼睛在寻思着什么呢？ #喜茶×芝麻街# 联名出品【芝麻街脆筒】，明日（8.23）可爱出击！喜茶大陆门店有售，限时一周~还有芝士+芝麻双拼脆筒可选噢！👾关+转，揪5位同学尝鲜~   抽奖详情
205,25,83,313,2019-08-21,#HEYTEA食验室#  故意憋到这个点才发😏 请接收来自喜茶苏式鲜肉月饼的深夜暴击🥩 这爆汁儿也太诱人啦～  微博视频   #HEYTEA食验室#
374,49,157,580,2019-08-21,#灵感新学期#  HEY！给大家介绍一下茶茶的新同桌 @芝麻街工作室
500,22,310,832,2019-08-21,#HEYTEA DESIGN#  喜茶DP店：DP for HEYTEA DAY DREAMER PROJECT（喜茶白日梦计划）。在HEYTEA DP计划中，喜茶与来自全球不同领域的独立设计师进行契合双方兴趣的跨界合作，带给大家更大胆颠覆的空间体验。🛸下一家DP店，你希望开在_____.  #喜茶设计#
825,124,836,1785,2019-08-20,🍃云南我们来啦！ #喜茶昆明首店# 马上就要和大家见面辽~ 有没有小可爱想来昆明首店内测的，请速速举手🙋🏻♂️ 顺便再给茶茶推荐一家到昆明不得不吃的店吧~
2775,31,63,2869,2019-08-20,🥮今年中秋，喜茶月饼选择多多。广式和苏式都已加入 #喜茶饼家#  ，你更喜欢哪一种呢？  月饼，你爱广式还是苏式？
360,7,228,595,2019-08-20,#HEYTEA DESIGN#  HEYTEA WITH CITY LANDMARK. 🌁忙里偷闲，和喜茶一起打卡城市新地标~ 👉🏻你城市的新地标是_____ 。  #喜茶设计#
264,31,98,393,2019-08-20,😼绵滑芋泥，手工挂壁，再搭配香糯芋泥波波，这杯 #爆芋泥波波冰# ，你们打卡了吗？
163,9,116,288,2019-08-20,🙇🏻♀️忙绿Tuesday，喜茶咖啡来补给灵感。又有更多门店可以喝到 #喜茶咖啡# 啦☕来看看离你最近的HEYTEA COFFEE在哪里吧~
280,25,136,441,2019-08-19,#HEYTEA DESIGN#  “移动的喜茶门店” ——  #喜茶巴士# 🚌 满载灵感，带着人气饮料和灵感周边，已抵达过北京、上海、广州、深圳、杭州、厦门、新加坡。 #喜茶设计#   🚏TIPS：目前【制冰巴士】停站：北京三里屯太古里；【HEYTEA BUS】停站：新加坡圣淘沙名胜世界。🙌🏻巴士附近的朋友欢迎前去打卡~
147,9,32,188,2019-08-19,#GREEN HEYTEA#  ♻喜茶×青山计划 【塑料杯回收行动】今天开始啦~ 我们将在12家上海喜茶门店设置专门的喜茶塑料杯回收箱，回收的喜茶杯将变成再生制品周边。赶快加入我们，一起喜爱地球吧 #绿色喜茶#   @美团外卖
170,383,202,755,2019-08-18,#茶茶研究所#  饮茶日志Vol.6  📝人生理想：有钱，“莓”烦恼。 ● 曾经每卖出3杯喜茶，就有一杯是芝芝莓莓。当之无愧喜茶ICON~  莓莓粉速转，揪3位喝它！ #HEYTEA DESIGN#    #喜茶设计#   抽奖详情
710,59,195,964,2019-08-18,#喜茶GO#  喜茶全新智慧装置【取茶柜】，现已投入使用啦！在【喜茶创维半导体GO店】，使用喜茶GO点单，制作完成后你将收到一个取茶码，到店在取茶柜输入取茶码就可以取到你的喜茶啦，像取快递一样便捷哦~ 🙌🏻你还想在哪里见到取茶柜呢？  喜茶的微博视频
293,30,98,421,2019-08-18,#喜茶热麦#  🈺【武汉天地热麦店】现正营业中👉🏻武汉限定CELATO了解一下:【酒糟鸡蛋CELATO】微醺酒糟搭配鸡蛋，散发温柔甜香；【麻糖CELATO】灵感源自孝感麻糖，入口麻香浓郁。👀还多款喜茶舒芙蕾现烤现售噢～
189,510,185,884,2019-08-17,#茶茶研究所#  饮茶日志Vol.5  📝好≠贵，价格≠价值。● 一定有人挚爱金凤茶王。转发里揪3位，一人一杯芝芝金凤茶王~ #喜茶设计#   #HEYTEA DESIGN#    抽奖详情
473,8,227,708,2019-08-17,#喜茶创作日#  今天笔给你，你来写📝 留言区为你最爱的那杯喜茶写一句广告语，24小时后茶茶来查收，热评前三的每人送1杯你的最爱🙌🏻
248,23,103,374,2019-08-17,🍞 在喜茶【武汉天地热麦店】，除了可以吃到来自 #喜茶热麦# 的灵感包包，还有来自 #甜品实验室# 的松软舒芙蕾：采用单面煎制工艺，使口感格外软嫩，搭配黑糖波波、芋泥波波、杨枝甘露等灵感配料，美味不容错过。🙋🏻♂️武汉的伢，来七喜茶咯~ 📍地址：中山大道1616号武汉天地A4地块一期2-2楼2-...
472,129,163,764,2019-08-17,#HEYTEA食验室#  🙋🏻♂️茶茶导游带你云吃喜茶啦，今天来逛【上海港汇LAB店】，一口气打卡制冰、甜品、茶极客三大实验室~ 看完你想吃________🍰  微博视频   #HEYTEA食验室#
